[START OF SIMULATION]
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000023C]=0x52
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x52
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000023D,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000023D]=0x55
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x55
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000023E,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000023E]=0x43
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x43
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000023F,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000023F]=0x54
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x54
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000240,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000240]=0x49
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x49
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000241,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000241]=0x4F
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x4F
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000242,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000242]=0x4E
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x4E
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000243,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000243]=0x21
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x21
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000244,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000244]=0x0A
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x0A
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000245,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000245]=0x00
0x00000028:	cmpi r3,0                	SR=0x00000042
0x0000002C:	beq 3                    	PC=0x0000003C
0x0000003C:	pop sr,r3,r2,r1          	{SR,R3,R2,R1}=MEM[0x00007FD0]{0x00000002,0x00000000,0x00000230,0x8888888B}
0x00000040:	ret                      	PC=MEM[0x00007FE4]=0x00000058
0x00000058:	pop sr,r2,r1             	{SR,R2,R1}=MEM[0x00007FE4]{0x00000002,0x00000000,0x00000000}
0x0000005C:	reti                     	IPC=MEM[0x00007FF4]=0x00000000,CR=MEM[0x00007FF8]=0x00000000,PC=MEM[0x00007FFC]=0x000001A8
0x000001A8:	cbr sr[1]                	SR=0x00000000
0x000001AC:	div r0,r0,r0,r0          	R0=R0%R0=0x00000000,R0=R0/R0=0x00000000,SR=0x00000060
0x000001B0:	sbr sr[1]                	SR=0x00000062
0x000001B4:	divi r0,r1,0             	R0=R1/0x00000000=0x00000000,SR=0x00000062
[SOFTWARE INTERRUPTION]
0x00000008:	bun 21                   	PC=0x00000060
0x00000060:	cbr sr[5]                	SR=0x00000042
0x00000064:	push r1,r2,sr            	MEM[0x00007FF0]{0x00000000,0x00000000,0x00000042}={R1,R2,SR}
0x00000068:	l32 r1,[r0+139]          	R1=MEM[0x0000022C]=0x8888888B
0x0000006C:	mov r2,584               	R2=0x00000248
0x00000070:	call -21                 	PC=0x00000020,MEM[0x00007FE4]=0x00000074
0x00000020:	push r1,r2,r3,sr         	MEM[0x00007FE0]{0x8888888B,0x00000248,0x00000000,0x00000042}={R1,R2,R3,SR}
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000248]=0x54
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x54
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000249,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000249]=0x48
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x48
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000024A,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000024A]=0x4F
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x4F
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000024B,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000024B]=0x55
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x55
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000024C,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000024C]=0x20
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x20
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000024D,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000024D]=0x53
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x53
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000024E,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000024E]=0x48
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x48
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000024F,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000024F]=0x41
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x41
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000250,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000250]=0x4C
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x4C
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000251,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000251]=0x54
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x54
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000252,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000252]=0x20
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x20
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000253,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000253]=0x4E
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x4E
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000254,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000254]=0x4F
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x4F
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000255,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000255]=0x54
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x54
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000256,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000256]=0x20
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x20
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000257,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000257]=0x44
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x44
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000258,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000258]=0x49
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x49
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000259,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000259]=0x56
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x56
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000025A,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000025A]=0x49
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x49
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000025B,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000025B]=0x44
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x44
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000025C,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000025C]=0x45
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x45
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000025D,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000025D]=0x20
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x20
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000025E,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000025E]=0x42
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x42
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x0000025F,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x0000025F]=0x59
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x59
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000260,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000260]=0x20
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x20
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000261,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000261]=0x5A
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x5A
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000262,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000262]=0x45
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x45
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000263,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000263]=0x52
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x52
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000264,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000264]=0x4F
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x4F
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000265,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000265]=0x21
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x21
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000266,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000266]=0x0A
0x00000028:	cmpi r3,0                	SR=0x00000002
0x0000002C:	beq 3                    	PC=0x00000030
0x00000030:	s8 [r1+0],r3             	MEM[0x8888888B]=R3=0x0A
0x00000034:	addi r2,r2,1             	R2=R2+0x00000001=0x00000267,SR=0x00000002
0x00000038:	bun -6                   	PC=0x00000024
0x00000024:	l8 r3,[r2+0]             	R3=MEM[0x00000267]=0x00
0x00000028:	cmpi r3,0                	SR=0x00000042
0x0000002C:	beq 3                    	PC=0x0000003C
0x0000003C:	pop sr,r3,r2,r1          	{SR,R3,R2,R1}=MEM[0x00007FD0]{0x00000042,0x00000000,0x00000248,0x8888888B}
0x00000040:	ret                      	PC=MEM[0x00007FE4]=0x00000074
0x00000074:	pop sr,r2,r1             	{SR,R2,R1}=MEM[0x00007FE4]{0x00000042,0x00000000,0x00000000}
0x00000078:	reti                     	IPC=MEM[0x00007FF4]=0x00000000,CR=MEM[0x00007FF8]=0x00000000,PC=MEM[0x00007FFC]=0x000001B8
0x000001B8:	int 1                    	CR=0x00000001,PC=0x0000000C
[SOFTWARE INTERRUPTION]
0x0000000C:	bun 27                   	PC=0x0000007C
0x0000007C:	push r1,r2,sr            	MEM[0x00007FF0]{0x00000000,0x00000000,0x00000042}={R1,R2,SR}
0x00000080:	mov r1,616               	R1=0x00000268
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000269,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000269]=0x4F
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x0000026A,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x0000026A]=0x46
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x0000026B,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x0000026B]=0x54
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x0000026C,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x0000026C]=0x57
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x0000026D,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x0000026D]=0x41
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x0000026E,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x0000026E]=0x52
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x0000026F,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x0000026F]=0x45
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000270,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000270]=0x20
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000271,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000271]=0x52
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000272,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000272]=0x45
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000273,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000273]=0x51
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000274,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000274]=0x55
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000275,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000275]=0x45
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000276,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000276]=0x53
0x0000008C:	cmpi r2,10               	SR=0x00000002
0x00000090:	bne -4                   	PC=0x00000084
0x00000084:	addi r1,r1,1             	R1=R1+0x00000001=0x00000277,SR=0x00000002
0x00000088:	l8 r2,[r1+0]             	R2=MEM[0x00000277]=0x54
